,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
0,279487,Hamdan Ibn Mohammed St 127 / Al Ain University of Science and Technology South,شارع حمدان بن محمد 127 / جامعة العين للعلوم والتكنولوجيا (جنوب),92223,55.682403889,24.23484111099998
1,279488,St 17 / St 10,شارع 17 / شارع 10,22436,54.775298889,24.678298887999972
2,279489,Corniche St / Al Bateen St,شارع الكورنيش / شارع البطين,121,54.33544999999998,24.46951611100002
3,279490,St 5 / Etihad Airways Office,شارع 5 / مكتب طيران الاتحاد,17007,54.61531611100003,24.445593055000018
4,279491,St 15 / St 10,شارع 15 / شارع 10,24114,54.688496111000006,24.587396109999986
5,279492,St 38 / Al Yasat Kindergarten,شارع 38 / روضة الياسات,26574,54.683875,24.554948889000002
6,279493,St 4 / Baniyas Public Garden,شارع 4 / حديقة بني ياس العامة,40310,54.65313694399998,24.281298889000027
7,279494,E 95 / Exit 35,المخرج 35 / E95,31006,55.63530611200002,24.46483611100001
8,279495,Stop 16240,موقف 16240,16240,54.59265305600002,24.429053888
9,279496,St 2 / St 13,شارع 2  / شارع 13,12526,54.572961944999975,24.330193055999985
10,279497,Al Mirfa-Farms,المرفأ - المزارع,77161,53.51201111099999,24.086228887999994
11,279498,Abu Dhabi Bus Station,محطة حافلات أبوظبي,420,54.37612999999999,24.471513055000003
12,279499,E90 Mawqab Farm,,60930,53.69162194500001,23.10415499999999
13,279500,Al Sila'a Police Station,مركز شرطة السلع,89230,51.76246694399998,24.058014992999972
14,279501,Stop 29906,موقف 29906,29906,54.735688056000015,24.42888305499997
15,279502,St 2 / St 11,شارع 2 / شارع 11,28868,54.66700194499998,24.540999999999997
16,279503,Park Rotana Complex,مجمع بارك روتانا,484,54.47379999999998,24.424336111000002
17,279504,Hazaa Bin Zayed St / Masjid Fatima Bint Abd Al Rahman,شارع هزاع بن زايد / مسجد فاطمة بنت عبدالرحمن,1112,54.36450194399998,24.464983888000006
18,279505,St 49 / Saif Bin Zayed Mosque,شارع 49 / مسجد سيف بن زايد,25222,54.64816999999999,24.572196109999993
19,279506,Al Wathba South Prison,سجن الوثبة جنوب,40692,54.634528054999976,24.222686943999975
20,279507,Al Ain St 118 / ADCB South,شارع العين 118 / بنك أبوظبي التجاري جنوب,94534,55.76170388899999,24.194436110000026
21,279508,Mansoor Bin Zayed Mosque,مسجد منصور بن زايد,16720,54.594496112,24.427401110999995
22,279509,St 18 / Souq,شارع 8 / سوق,40516,54.70009611099999,24.25950111100002
23,279510,St 19 / St 42,شارع 19 / شارع 42,40122,54.654768889000025,24.35403500000001
24,279511,Souq,سوق,56126,55.57202000000001,23.999248889
25,279512,St 6 / Al Shahama School,شارع 6 / مدرسة الشهامة,28180,54.677698889,24.539196111000024
26,279513,Airport St  / STRATA,شارع المطار / ستراتا,96901,55.623998055000015,24.285938054999974
27,279514,St 18 / St 63,شارع 18 / شارع 63,12308,54.55321611099998,24.346378888000004
28,279515,Al Yeef Farm 7,مزارع اليف 7,65326,53.75036,23.155723889
29,279516,St 1 / Abdullah Bin Rawaha Mosque,شارع  1 /  مسجد عبدالله بن رواحة,1901,54.39121499999999,24.443026943999996
30,279517,St 51 / St 16,شارع 51 / شارع 16,10591,54.531696110999974,24.324373889000015
31,279518,Camel Race 1,ميدان سباق الهجن 1,66910,53.755588054999976,23.554583055000023
32,279519,Corniche Rd / ADCCI,شارع الكورنيش (1)   /  غرفة تجارة وصناعة أبوظبي,137,54.34992694499999,24.48759388899998
33,279520,St 6 / St 9,شارع 6 / شارع 9,11014,54.483496944000024,24.381021943999997
34,279521,Stop 16802,موقف 16802,16802,54.60140305499999,24.440290000000005
35,279522,Al Zeina / Stop 16023,الزينة / موقف 16023,16023,54.615198889,24.45589305499999
36,279523,E90 Sabkhah Farm,,60859,53.970121111000026,23.121296943999994
37,279524,Nakheel Camp 1,معسكر غابات النخيل 1,66704,53.636959999,23.655223889000013
38,279525,Teachers  Accomodation,سكن المعلمين,77225,53.47268611099997,24.071323887999995
39,279526,Stop 16822,موقف 16822,16820,54.606978056,24.42410388799999
40,279527,Al Nawkhadhah St / Al Jalbout St,شارع النوخذة / شارع الجالبوت,28120,54.667758056000025,24.532381944000008
41,279528,Al Khaleej Al Arabi St / Al Rawafed School,شارع الخليج العربي /  مدرسة الروافد,3011,54.350653056,24.46132
42,279529,Shk Rashid Bin Saeed St / Salama Bint Butti St,شارع الشيخ راشد بن سعيد / شارع سلامة بن بطي,255,54.406091945000014,24.435446110999976
43,279530,St 27 / St 18,شارع 27 / شارع 18,40650,54.70950499999998,24.254601111
44,279531,St 10 / St 11,شارع 10 / شارع 11,11094,54.52361000000002,24.368991111000014
45,279532,Wadhin E90 / Farms,موصل ش 90 /مزارع,60830,54.135053056000004,23.02207805500001
46,279533,Sorbonne University,جامعة السوربون,1148,54.409838889000014,24.489525000000015
47,279534,Tamani Farms 4,مزارع تماتي 4,65018,53.79204694499998,23.211104998999986
48,279535,Al Khazzan 2,الخزان 2,66634,53.669956110999976,23.65423694399999
49,279536,St 21 / St 38,شارع 21 / شارع 38,22302,54.76150388899998,24.676703056000008
50,279537,Zayed Ibn Sultan St 137 / Al Shiekha Slama Mosque,شارع زايد بن سلطان 137 / مسجد الشيخة سلامة,90420,55.76745805600001,24.222433889
51,279538,Al Huiteen E90 / Farm,ش 90/ مزارع هويتن,60862,53.93236388899999,23.113996944000007
52,279539,Al Shabhat St 1 / Dhat Al Salasil School,شارع الشبحات 1 / مدرسة ذات السلاسل,94232,55.79541888900002,24.195754998999973
53,279540,Hazzaa Ibn Sultan St  / Eid Prayer Ground Al Quaa,شارع هزاع بن سلطان / مصلى العيد - القوع,51061,55.42823388900001,23.407028889000003
54,279541,Service Rd  / Mosque,شارع خدمات / مسجد,43157,55.530723889,24.210728055000004
55,279542,St 18 / Shaikha Fatima Bint Mubarak Mosque,شارع 18 / مسجد فاطمة بنت مبارك,12310,54.55340805499998,24.34242611100001
56,279543,St 49 / Stop 25228,شارع 49 / موقف 25228,25228,54.650753888999986,24.58538805500001
57,279544,Al Bateen St / Al Bateen Mall,شارع البطين / البطين مول,3209,54.34719611100002,24.45947388799999
58,279545,St 55 / St 12,شارع 55 / شارع 12,12123,54.56314611099998,24.33227388900002
59,279546,St 55 / St 57,شارع 55 / شارع 57,12127,54.566731112000014,24.334061943999984
60,279547,Al Rahba Souq,,22192,54.712803888999986,24.627191944000003
61,279548,Al Nawkhadhah St / St 2,شارع النوخذة / شارع 2,28124,54.671236943999986,24.53687500000001
62,279549,St 71 / St 10,شارع 71 / شارع 10,12075,54.56318611099999,24.356631111000013
63,279550,St 40 / St 25,شارع 40 / شارع 25,15516,54.623141110999995,24.349575000000016
64,279551,St 17 / Emirates Park Zoo,شارع 17 / حديقة الإمارات للحيوانات,26050,54.67670305600001,24.544798055
65,279552,Zayed Bin Sultan St  / Trucks Roundabout,شارع زايد بن سلطان / دوار الشاحنات,94394,55.82472888900003,24.113036943999987
66,279553,St 25 / Ashbal Al Quds  School,شارع 25 / مدرسة أشبال القدس,15110,54.633503055000006,24.36300194400002
67,279554,Corniche St / Abu Dhabi Police GHQ,شارع الكورنيش (1)   /  مديرية شرطة العاصمة,117,54.33150111100002,24.467568055000015
68,279555,Street 2 / Street 6,,41007,55.337881111,24.20033805600002
69,279556,St 20 / St 53,شارع 20 / شارع 53,10076,54.535058056000025,24.328698055000018
70,279557,2nd St  / Al Ain Zoo,شارع 2 / حديقة حيوانات العين,94401,55.73582388800003,24.17443694399998
71,279558,St 14 / Baniyas Old Souq,شارع 14 / سوق البلدية القديم,40454,54.63951888899999,24.297108889000015
72,279559,St 2 / St 27,شارع 2  / شارع 27,12524,54.572596110999996,24.333603889000017
73,279560,Local Road / Factory,طريق محلي / مصنع,42605,55.39431611100002,24.20885694499998
74,279561,Al Rahba Souq,,22192,54.71209499999998,24.626674998999988
75,279562,St 22 / Masjid  Al Imam Al Nawawi,شارع 22 / مسجد الامام  النووي,40427,54.64659999999998,24.300996111000018
76,279563,E11 Suweihat access road,E11- تقاطع جزيره سويهات,80029,52.50740000000002,24.085366109000006
77,279564,Hameem FS Center,ش 90/مركز خدمة المزارعين,60816,54.248695,22.946903055000007
78,279565,Omar Ibn Al Khattab St 106 / Salahdin Al Ayyubi Mosque,شارع عمر بن الخطاب 106 / مسجد صلاح الدين الأيوبي,90106,55.78620305499999,24.217161943999997
79,279566,St 16 / St 17,شارع 16 / شارع 17,11818,54.51319388899998,24.37791805500001
80,279567,Stop 29716,موقف 29716,29716,54.740001111000026,24.43640194400001
81,279568,St 14 / Hassan Bin Thabit Mosque,شارع 14 / مسجد حسان بن ثابت,28642,54.680201110999974,24.52109694400002
82,279569,31st St / Near Sweihan boys School,شارع 31 / قرب مدرسة سويحان للبنين,38038,55.33023611099998,24.466743888999986
83,279570,Stop 25126,موقف 25126,25126,54.639671944999975,24.562821944000007
84,279571,Hazzaa Ibn Sultan St  / Gate No 47-12,شارع هزاع بن سلطان / بوابة رقم 12-47,50025,55.56507388900002,23.71344388900002
85,279572,Zayed 1st St / Dana Plaza,شارع زايد الأول / دانة بلازا,715,54.346466110999984,24.472143888999994
86,279573,Shakhboot Ibn Sultan St 131 / Rabia Ibn Ka'b Aslami,شارع شخبوط بن سلطان  131  / ربيعة بن كعب الأسلمي,92607,55.70193611100001,24.22368194400002
87,279574,St 28 / St 65,شارع 28 / شارع 65,10108,54.53746194500002,24.354043054999977
88,279575,St 26 / St 77,شارع 26 / شارع 77,12218,54.53973500000001,24.36234194399998
89,279576,2nd St  / Garden,شارع 2 / الحديقة,93006,55.63516194499999,24.18769694399998
90,279577,Ardh Al Jaw St 110 / Hili Archiological Park,شارع أرض الجو 110 / حديقة آثار هيلي,91305,55.78368694400001,24.293709999999976
91,279578,Al Baladiyya St 124 / Al Ain Municipality East,شارع البلدية 124 / بلدية العين شرق,91713,55.738988888999984,24.238474999999994
92,279579,St 21 / Al Karamah St,شارع 21 / شارع الكرامة,2127,54.39862805600001,24.43405499900001
93,279580,Mafraq Hospital,مستشفى المفرق,15485,54.615324999999984,24.327166944
94,279581,St 26 / St 19,شارع 26 / شارع 19,40410,54.63171388799998,24.319245000000024
95,279582,Sultan Ibn Zayed Al Awwal St 143 / Al Jahili Graveyard,شارع سلطان بن زايد الأول  143  / مقبرة الجاهلي,90602,55.73949805500001,24.212553055
96,279583,E90-Shabiya Mezaira'a,شعبية المزيرعة,60902,53.791769999999985,23.134666944000003
97,279584,Hamdan St / Al Hosn Palace,شارع حمدان / قصر الحصن,507,54.35421000000002,24.483513888999994
98,279585,St 38 / St 19,شارع 38 / شارع 19,26572,54.681216111000026,24.553853887999992
99,279586,St 28 / Merryland Intl School,شارع 28 / مدرسة الأرض السعيدة العالمية,10112,54.53490305499997,24.345606110999995
100,279587,Service Rd  / Poultry Slaughter House,شارع خدمات / مسلخ الدواجن,42074,55.496735,24.19685499899998
101,279588,St 15 / St 56,شارع 15 / شارع 56,24126,54.69740111099998,24.606996111
102,279589,Sultan Bin Zayed St / Masjid Hamza Bin Abdul Mutalib,شارع سلطان بن زايد / مسجد حمزه بن عبدالمطلب,449,54.404634999999985,24.443255000000022
103,279590,Hamdan Ibn Zayed Al Awwal St 125 / Al Khrais Roundabout West,شارع حمدان بن زايد الأول 125 / دوار الخريس (غرب),91417,55.750083055999994,24.246741944000007
104,279591,St 10 / St 17,شارع 10 / شارع 17,11090,54.513694999999984,24.369028055
105,279592,Um Ghaffa St  / Saa Round About,شارع أم غافة / دوار صاع,47108,55.98172805600001,24.090629999999976
106,279593,Omar Ibn Al Khattab St 106 / Salahdin Al Ayyubi Mosque,شارع عمر بن الخطاب 106 / مسجد صلاح الدين الأيوبي,90106,55.78592805599999,24.217089999999985
107,279594,Stop 25134,موقف 25134,25134,54.64481694400001,24.57517805499998
108,279595,E90-Attab Village,ش 90/قرية عتاب,60872,53.89362888900001,23.136631943999987
109,279596,Hamdan Ibn Mohammed St 127 / Magdi Gharib Al Ahbabi Mosque,شارع حمدان بن محمد 127 / مسجد مجدي غريب الأحبابي,92231,55.65980611100002,24.22598111100001
110,279597,St 13 / St 12,شارع 13 / شارع 12,22202,54.715471944,24.628809999999987
111,279598,Al Falah St / Ibn Rashid School,شارع الفلاح  /  مدرسة ابن رشيد,921,54.368661110999994,24.478281111
112,279599,St 2 / Masjid Al Shawamis,شارع 2  / مسجد الشوامس,40620,54.637323055000024,24.289768055000025
113,279600,Shk Rashid Bin Saeed  St / Hamdan St,الشيخ راشد بن سعيد  /  شارع حمدان,205,54.35764888900002,24.483923888999982
114,279601,Local Road / Farms,طريق محلي / مزارع,42092,55.41149194399998,24.207521944000007
115,279602,56th St  / Near St 57,شارع 56 / قرب الشارع رقم 57,94622,55.833543055999996,24.146178055000007
116,279603,Al Banoush St / Al Naham St,شارع البانوش / شارع النَهام,28594,54.668621943999995,24.527428887999974
117,279604,St 21 / Al Ebtehal Kindergarden,شارع 21 / روضة الابتهال,24212,54.69720388899998,24.59119694399999
118,279605,St 17 / Abdullah Bin Al Arqam Mosque,شارع 17 / مسجد عبد الله بن الأرقم,28090,54.66410111099998,24.54630388800001
119,279606,St 23 / St 10,شارع 23 / شارع 10,16090,54.550298055999974,24.420299999999997
120,279607,St 49 / Stop 25232,شارع 49 / موقف 25232,25232,54.651748055999974,24.593201109999995
121,279608,Mahdar Wafd,محضر الوفد,60926,53.71718805500001,23.103535000000022
122,279609,St 26 / Salama Bint Butti St,شارع 26 / شارع سلامة بن بطي,3034,54.40040388900002,24.429939999999988
123,279610,St 9 / St 52,شارع 9 / شارع 52,10650,54.532428056000015,24.317706944000008
124,279611,Mohammed Ibn Zayed Al Awwal St 132 / Zayed Bin Mohamad Al Nahyan Palace,شارع محمد بن زايد الأول 132 / قصر الشيخ زايد بن محمد آل نهيان,92117,55.70942388899999,24.229071110999996
125,279612,Sultan Bin Zayed St / Dhafeer St,شارع سلطان بن زايد /  شارع ظفير,471,54.43641805599998,24.433381111000017
126,279613,SpongeBob Nursery,حضانة سبونج بوب,10681,54.569133889,24.316145000000006
127,279614,Hamdan Ibn Mohammed St 127 / Transfer Station Moafh,شارع حمدان بن محمد 127 / محطة تحويل مويفعة,92235,55.650336111,24.222451944
128,279615,Khalifa Ibn Zayed St 135 / Al Muwaiji souq,شارع خليفة بن زايد 135 / سوق المويجعي,90224,55.734496111,24.22496305499999
129,279616,Al Khanour ADNOC Fod,الخنور ادنوك فود,60950,53.60362888899999,23.086704999999995
130,279617,Al Falah St / Shk Zayed Bin Sultan St,شارع الفلاح \ شارع الشيخ زايد بن سلطان,932,54.38330000000002,24.488673888999983
131,279618,31st St  / Sweihan Wedding Hall,شارع 31 / صالة الاعراس  -سويحان,38012,55.33836388899999,24.469886110000004
132,279619,St 11 / Al Safarajal Lane,شارع 11,28194,54.659358888999975,24.50654305500001
133,279620,Al Rahah Boulevard Stop / 16017,?????? ???????? ???? 16017,16017,54.58229,24.442218889000003
134,279621,6 St / 17 St,شارع 6 /شارع 17,11026,54.513136944999985,24.382168889000013
135,279622,Stop 23006,موقف 23006,23006,54.67365194400003,24.648691944000007
136,279623,Khaled Ibn Sultan St 147 / University Pumping Station,شارع خالد بن سلطان 147 / محطة الجامعة لضخ المياه,93412,55.67404388800003,24.182288055000015
137,279624,24th St   / Warehouses Al Ain Educational Zone,شارع 24 / مستودعات منطقة العين التعليمية,94210,55.752358055,24.195816111
138,279625,St 19 / St 30,شارع 19 / شارع 30,40112,54.635628888999975,24.325646111000026
139,279626,Ghayathi Souq,غياثي السوق,80449,52.809253055,23.840826943000025
140,279627,Stop 23116,موقف 23116,23116,54.68209694500001,24.652501943999994
141,279628,Mousal E90 / Farms,موصل ش 90 /مزارع,60828,54.143388055,23.01371694400001
142,279629,St 7 / Stop 15076,شارع 7 / موقف 15076,15076,54.65443305500003,24.39658194399999
143,279630,St 2 / Taxi Station,شارع 2 / محطة تاكسي الاجرة,40622,54.641673889,24.286474999000006
144,279631,Harmiya  Rd. Mosque,طريق الهرمية - مسجد,77127,53.396633888999986,24.106643055000006
145,279632,38th St  / Sweihan Police Station,شارع 38 / مركز شرطة سويحان,38000,55.33160694399999,24.468748887999993
146,279633,Old Shabiya South,الشعبية القديمة جنوب,86170,52.81513805499998,23.821559998999987
147,279634,St 33 / St 40,شارع 33 / شارع 40,15026,54.61241194399997,24.356258889000003
148,279635,Corniche Rd / ADCCI,شارع الكورنيش (1)   /  غرفة تجارة وصناعة أبوظبي,137,54.350778056000024,24.48842111099998
149,279636,Stop 1094,موقف 1094,1094,54.40525888799999,24.511423889000014
150,279637,Stop29909,موقف 29909,29909,54.71982194399999,24.42684194399999
151,279638,St 23 / Osama Bin Zaid Mosque,شارع 23 / مسجد أسامة بن زيد,28240,54.684561943999995,24.519319999999993
152,279639,Lulu Logistics,لولو ماجيستك,11240,54.519946111000024,24.336254999999994
153,279640,St 16 / St 15,شارع  16  \ شارع 15,16624,54.568838055000015,24.413065000000017
154,279641,Shk Zayed Bin Sultan St / 13 St,شارع الشيخ زايد بن سلطان \ شارع 13,812,54.37832500000002,24.490430000000003
155,279642,25th St  / Imran Bin Al Hussayen Mosque,شارع 25 / مسجد عمران بن الحصين,46049,55.84301499999998,24.083399999999983
156,279643,Mezaira'a South,مزيرعة جنوب,65612,53.80224388900001,23.104571943999986
157,279644,St 16 / Healthcare Center,شارع 16 / مركز خليفة أ الطبي,16614,54.565046945000006,24.42530499999998
158,279645,Mohammed Ibn Khalifa St 120 / Hili Fort,شارع محمد بن خليفة 120 / قلعة هيلي,91505,55.764803055000016,24.281576944999983
159,279646,Shk Rashid Bin Saeed St / Mawgab St,شارع الشيخ راشد بن سعيد / شارع موقب,263,54.42284999999998,24.429283054999985
160,279647,St 42 / St 13,شارع 42 / شارع 13,40442,54.694498055999986,24.28019694400001
161,279648,E45-Old Market,E45-السوق القديم,60002,53.705043054999976,23.65370694400002
162,279649,9th St / Prayer Ground,شارع 9 / مصلى العيد,38035,55.333501110999975,24.466618055000026
163,279650,Liwa Municipality Garage,ليوا كراج بلدية,65604,53.812506944000006,23.12051500000001
164,279651,2nd St / 25th St,شارع 2 / شارع 25,12520,54.569618889000026,24.33725388800002
165,279652,Stop 30854,موقف 30854,30854,54.71762305599998,24.398394999999994
166,279653,Stop 23116,موقف 23116,23116,54.681584999999984,24.652238054999998
167,279654,Saadiyat Beach Residences,رزيدنس شاطئ السعديات,1174,54.454031945,24.55066888800002
168,279655,Sultan Ibn Zayed Al Awwal St 143 / Zayed Bin Sultan Mosque,شارع سلطان بن زايد الأول  143  / مسجد زايد بن سلطان,90608,55.750218888999996,24.212903889000017
169,279656,St 15 / St 56,شارع 15 \  شارع 56,16165,54.58580111100002,24.418783055999995
170,279657,Hazzaa Ibn Sultan St  / Gate No 47-03,شارع هزاع بن سلطان / بوابة رقم 03-47,56000,55.650001943999996,24.03113194399998
171,279658,Mirfa Dates Factory,المرفأ  مصنع تمور,77451,53.468988889,24.04962694400001
172,279659,Abu Awanah E90 / Village,ابوعوانة ش 90 /القرية,60820,54.230861945000015,22.97721611100002
173,279660,Mohammed Ibn Khalifa St 120 / Veterinary hospital,شارع محمد بن خليفة 120 / المستشفى البيطري,91509,55.75875500000001,24.269513888999995
174,279661,Service Rd  / Slaughter House,شارع خدمات / مسلخ الفقع,34025,55.62254611100002,24.702573889000007
175,279662,E15-Takreer Refinary,ش 15 -مصفاة الرويس تكرير,80305,52.754633888,24.08014694299999
176,279663,Nhayyan Al Awwal St 153 / Omar Ibn Al-Khattab Mosque,شارع نهيان الأول 153 / مسجد عمر إبن الخطاب,93800,55.71654000000001,24.17242805500001
177,279664,Hamdan Ibn Mohammed St 127 / Transfer Station Moafh,شارع حمدان بن محمد 127 / محطة تحويل مويفعة,92235,55.64952888900001,24.22252611099998
178,279665,St 30 / St 9,شارع 30 / شارع 9,40475,54.66899999999998,24.274399999000025
179,279666,Zayed Bin Sultan St  / Al Hsuon School,شارع زايد بن سلطان / مدرسة الحصون,46121,55.84234500000002,24.048083055999996
180,279667,E90 / Al Huiteen Souq,الحويتن ش 90 / السوق,60860,53.95135305500003,23.119156110000006
181,279668,Street 16 / Near St 7,الشارع 16 / قرب الشارع 7,41011,55.34835388900001,24.202413888000024
182,279669,St 9 / St 18 Market,شارع 9 \ شارع 18,11588,54.48290888899999,24.33765888900001
183,279670,Zayed Higher Organization,مؤسسة زايد العليا,15488,54.610450000000014,24.319921943999987
184,279671,St 28 / St 35,شارع 28 / شارع 35,10126,54.539543056000014,24.320569999999975
185,279672,10th St  / Near 1st St,شارع 10 / قرب الشارع الأول,94360,55.81869194400002,24.157971943999996
186,279673,St 51 / St 10,شارع 51 / شارع 10,28750,54.69200388899998,24.538299999999992
187,279674,E90 Jabanah Mosque,,60841,54.06347111100001,23.060386111000014
188,279675,Channel St / Emirates Sailing School,شارع القناة / مدرسة الإمارات للشراع,16015,54.567396110999994,24.436303054999996
189,279676,Um Ghaffa St  / Near St 41,شارع أم غافة / قرب الشارع  رقم 41,47000,55.89301305499998,24.09305694400001
190,279677,Yas Leisure Drive / IKEA,درب ياس الترفيهي / ايكيا,19510,54.61403694500001,24.49204305500001
191,279678,Al Falah Dr / Stop 29506,موقف 29506,29506,54.73679611099999,24.45120388800001
192,279679,55th St  / Mosque,شارع 55 / مسجد,31048,55.500823889,24.514608888999987
193,279680,Local Road / Ajban Road Roundabout,طريق محلي / دوار طريق عجبان,42081,55.453688054999986,24.214113055999974
194,279681,Institute of Applied Technology,معهد التكنولوجيا التطبيقية,94647,55.81980611099999,24.132724999000004
195,279682,Al Raha Boulevard / Al Muneera,الراحة بوليفارد / المنيرة,16022,54.60460805600002,24.448818888999995
196,279683,Al Karamah St / Mohamed Bin Khalifa St,شارع الكرامة / شارع محمد بن خليفة,2418,54.37628194500002,24.45529194400001
197,279684,73rd St  / Emirates Transport,شارع 73 / مواصلات الإمارات,94646,55.81749111099998,24.137083888000006
198,279685,Mirfa Souq,المرفأ السوق,77205,53.49201499999998,24.09244305499999
199,279686,St 3 / Post Office,شارع 3 / مكتب البريد,26254,54.69363305500002,24.575094998999987
200,279687,Mahdar Yathy,شعبية ياثي,60875,53.88457388900002,23.13256805499998
201,279688,Stop 28348,موقف 28348,28348,54.68611305600001,24.528516110999988
202,279689,Yas Leisure Drive / Police Station,درب ياس الترفيهي / مركز الشرطة,19514,54.60597805499998,24.49354888900001
203,279690,Stop 25250,25250 موقف,25250,54.639891111,24.621800000000007
204,279691,St 25 / St 42,شارع 25 / شارع 42,22430,54.770101943999975,24.669494999999984
205,279692,Arrada Rd. E90-Mosque,طريق عرادة ش 90 /مسجد,60928,53.71139111100001,23.101941110999974
206,279693,Stop 1152,موقف 1152,1152,54.42593499999998,24.53252888899999
207,279694,Stop 30244,موقف 30244,30244,54.68896611100001,24.357641944000022
208,279695,40th St  / Near St 68,شارع 40 / قرب الشارع رقم 68,94602,55.81756805499998,24.149659998999994
209,279696,Al Futtaim Motors,سيارات للفطيم,66202,53.726023888999975,23.652814998999986
210,279697,Emirates St 113 / Al Foaa Park,شارع الإمارات 113 / حديقة الفوعة,91103,55.80417888900001,24.33475305500002
211,279698,Mohammed Ibn Khalifa St 120 / HIli School,شارع محمد بن خليفة 120 / مدرسة هيلي,91501,55.767841110999996,24.29153500000001
212,279699,Al Falah Dr / Stop 29600,درب الفلاح / موقف 29600,29600,54.735898889,24.446803889000023
213,279700,E11 Madinat Zayed Bridge,ش 11 - جسر مدينة زايد,71016,53.861396945000024,24.032998888999998
214,279701,Hazzaa Ibn Sultan St  / Souq,شارع هزاع بن سلطان / سوق,95820,55.72508305600002,24.059768055000006
215,279702,Sultan Ibn Zayed Al Awwal St 143 / Palace,شارع سلطان بن زايد الأول  143  / القصر,93440,55.72983888900001,24.21202805500002
216,279703,Elenco Emirates,مصنع الينكو  الامارات,11727,54.51645194399998,24.331009999000003
217,279704,Abdulla Bin Al Jubair Mosque,ش 15 -مسجد عبدالله بن جبير,80455,52.810221110999976,23.83338999900002
218,279705,56th St  / Near St 64,شارع 56 / قرب الشارع رقم 64,94620,55.82756888900002,24.14580000000001
219,279706,Zayed Ibn Sultan St 137 / Al Shiekha Slama Mosque,شارع زايد بن سلطان 137 / مسجد الشيخة سلامة,90420,55.76733888899997,24.222236110999972
220,279707,Mohammed Ibn Khalifa St 120 / Al Slimi Park,شارع محمد بن خليفة 120 / حديقة السليمي,90700,55.751401945,24.234594999000024
221,279708,Al Firdous St / Corniche Hospital,شارع الفردوس / مستشفى الكورنيش,1002,54.37166000000002,24.504208054999992
222,279709,St 33 / St 28,شارع 33 / شارع 28,25112,54.631831944,24.545688055000028
223,279710,St 18 / ADM,شارع 18 / بلدية أبوظبي,28186,54.679311111000004,24.536764999000013
224,279711,Khalifa Ibn Zayed St 135 / Continuing Education Centre,شارع خليفة بن زايد 135 / مركز التعليم المستمر,93054,55.71530611200001,24.22065999900002
225,279712,Service Rd  / Al Hayer Police Station,شارع خدمات / مركز شرطة الهير,32097,55.74561888900001,24.57675611100001
226,279713,Nhayyan Al Awwal St 153 / Zakhir Eid Prayer Ground,شارع نهيان الأول 153 / مصلى العيد زاخر,95426,55.70686999999998,24.163693889
227,279714,Stop 10680,موقف 10680,10680,54.564788056,24.31638388800002
228,279715,Stop 30856,موقف 30856,30856,54.718201943999986,24.394903888999977
229,279716,Zayed Ibn Sultan St 137 / Sheikha Salama Mosque,شارع زايد بن سلطان 137 / مسجد الشيخة سلامة,90418,55.76419805500001,24.221973889000026
230,279717,Al Ebthikar School,مدرسة الابتكار,86158,52.81164805499998,23.829054998000004
231,279718,Hazaa Bin Zayed St / Shk Rashid Bin Saeed St,شارع هزاع بن زايد / شارع راشد بن سعيد,1115,54.36988000000002,24.469721944000014
232,279719,Shk Zayed Bin Sultn St /  Hamdan Street,شارع الشيخ زايد بن سلطان \ شارع حمدان,808,54.374461111000016,24.495171943999992
233,279720,64th St  / Near St 1,شارع 64 / قرب الشارع رقم  1,46085,55.83850111100003,24.06579194400001
234,279721,6 St / Zayed 1st St,شارع 6 / شارع زايد الأول,2641,54.35219694400001,24.478518054999995
235,279722,City Mall Stop,محطة مركز السيتي,66100,53.704653055999984,23.65987694400002
236,279723,E45 ACC Camp,E 45 / ACC مخيم,60460,53.753123055,23.446948055000007
237,279724,2 St / Hamdan St,شارع 2 / شارع حمدان,1019,54.37757111100001,24.50142888900001
238,279725,Abullah Omran Taryam St,شارع عبدالله عمران تريم,1063,54.40223888899999,24.490091944000028
239,279726,St 20 / Bait Al Maqdes School,شارع 20 / مدرسة بيت المقدس,10078,54.53526388900002,24.32725499899999
240,279727,2nd St  / Dubai Islamic Bank,الشارع 2 / بنك دبي الإسلامي,43144,55.547259999999994,24.221693055000003
241,279728,Habshan Merikh Company,حبشان شركة المريخ,66867,53.515178889000026,23.73106888799998
242,279729,Yas Leisure Drive / Marina Circuit East,درب ياس الترفيهي / حلبة مرسى ياس شرق,19504,54.61737499999998,24.48266194399997
243,279730,Al Rubban St / Al Boom St,شارع الرُّبان / شارع البوم,28201,54.67602888900001,24.528174999999976
244,279731,Bayat Al Redhwan School,مدرسة بييات الرضوان,86166,52.81782500000003,23.82459888699998
245,279732,Al Athar St / Al Misbah Mosque,ش الاثار / مسجد مصباح,91016,55.77053611100001,24.287501110999983
246,279733,Yas Leisure Drive / Marina Circuit Grandstand,درب ياس الترفيهي / مدرج حلبة مرسى ياس,19616,54.60409499999997,24.464200000000005
247,279734,Al Ain Dubai St   / Al Faqa Petrol Station,شارع العين دبي / محطة بترول الفقع,34053,55.63387194500001,24.690726111000004
248,279735,Khalifa Ibn Zayed St 135 / Deewan Roundabout,شارع خليفة بن زايد 135 / دوار الديوان,93056,55.719673055999976,24.222563055000023
