,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
3119,281284,Orynx Gardens,حديقة ارونيكس,492,54.44683888899999,24.440556110999978
3120,281285,Zayed Ibn Sultan St 137 / Rotana Hotal,شارع زايد بن سلطان 137 / فندق روتانا,90406,55.74635388899998,24.22027194399999
3121,281286,St 2 / St 27,شارع 2  / شارع 27,12524,54.57280611099998,24.333116943999983
3122,281287,NDC Camp 3,حبشان / سكن عمال ان دي سي رقم 3معسكر,66870,53.546656111000004,23.76088805500001
3123,281288,9th St  / Near St 19,شارع 9 / قرب الشارع 19,43264,55.53157305600001,24.19365388799997
3124,281289,Mezaira'a-ADNOC FOD,مزيرعة-مزارع أدنوك فود,60404,53.79565888899998,23.141141944000026
3125,281290,St 13 / Al Yasat Kindergarten,شارع 13 / روضة الياسات,26116,54.685041110999975,24.55278694399999
3126,281291,St 85 / St 14,شارع 85 / شارع 14,12017,54.53009500000002,24.382936944999983
3127,281292,St 2,ش 2,51047,55.43320499999999,23.421373888999995
3128,281293,St 9 / Al Rahba Souq,شارع 9 / سوق الرحبة,22242,54.727300000000014,24.637796111
3129,281294,St 25 / Near St 24,ش 25 / ش 24,95206,55.62502888900002,24.146421110000006
3130,281295,Al Zeina / Stop 16021,الزينة \ موقف 16021,16021,54.61662305499999,24.45695611100001
3131,281296,St 3 / The White Mosque,ش 3 / المسجد الابيض,92905,55.61523,24.200348055999996
3132,281297,St 30 / St 55,شارع 30 /شارع 55,10032,54.529600000000016,24.334898888999987
3133,281298,Stop 10672,موقف 10672,10672,54.54590999999999,24.315286110999978
3134,281299,1st St  / Tawam Hospital,شارع 1 / مستشفى توام,93010,55.65021805600003,24.194546111000022
3135,281300,Arrada Farms,مزارع عرادة,60992,53.41037805600001,22.973916110000005
3136,281301,Muharraq Ferry Terminal,محطة عبارة مغرق,88111,52.56857888899998,24.180876941999998
3137,281302,Saif Ghobash St / Ministry of Foreign Affairs,شارع سيف غباش / وزارة الخارجية,2477,54.45459888900001,24.42068694400001
3138,281303,Rabdan St / Ministry Of Foreign Trade,شارع ربدان / وزارة التجارة الخارجية,2905,54.42860111099998,24.427521110999976
3139,281304,St 15 / St 70,شارع 15 / شارع 70,22128,54.72966611200002,24.653106944
3140,281305,10th St  / Al Faqa Park,شارع 10 / حديقة الفقع,34000,55.620198055,24.712988054999983
3141,281306,St 24 / St 3,شارع 24 / شارع 3,12254,54.54538000000002,24.359528055
3142,281307,Shakhboot Ibn Sultan St 131 / Center Buraimi Border,شارع شخبوط بن سلطان  131  / مركزحدود البريمي,90012,55.76591000000002,24.23032999999998
3143,281308,Hamdan Ibn Mohammed St 127 / Magdi Gharib Al Ahbabi Mosque,شارع حمدان بن محمد 127 / مسجد مجدي غريب الأحبابي,92231,55.659353055999986,24.22611694400001
3144,281309,Mohammed Ibn Khalifa St 120 / Al Slimi Park,شارع محمد بن خليفة 120 / حديقة السليمي,90700,55.75182888900002,24.235596110000017
3145,281310,Khalifa Ibn Zayed Al Awwal St 122 / DOT Bus Depot,شارع خليفة بن زايد الأول 122 / دائرة النقل (الكراج),94724,55.755103889,24.165771944000028
3146,281311,St 3 / St 60,شارع 3 \ شارع 60,16046,54.558403888999976,24.428106109999987
3147,281312,Airport St  / Air College,شارع المطار / كلية الطيران,96809,55.63155611100001,24.257799999999975
3148,281313,Bawabat Al Sharq Parking South,مواقف مول بوابة الشرق جنوب,40711,54.61862500000001,24.309723055000006
3149,281314,Mohammed Ibn Khalifa St 120 / Hili Fort,شارع محمد بن خليفة 120 / قلعة هيلي,91505,55.76492999999999,24.28129694400002
3150,281315,1st St  / Riad Al Salheen Mosque,شارع 1 / مسجد رياض الصالحين,91553,55.75902888899998,24.31059111000002
3151,281316,Near Street 46,قرب الشارع 46,43039,55.57449888899998,24.252548054999977
3152,281317,Arrada Rd. E90 / Lagain,طريق عرادة ش 90 /لاجين,60954,53.582899999999995,23.074254999999994
3153,281318,Al Falah St / Shk Zayed Bin Sultan St,شارع الفلاح \ شارع الشيخ زايد بن سلطان,932,54.383153056000026,24.488564999999994
3154,281319,St 15 / St 70,شارع 15 / موقف 24130,24130,54.69936999999999,24.612023889
3155,281320,Al Falah Dr / Stop 29602,درب الفلاح / موقف 29602,29602,54.738318056000026,24.446153889000016
3156,281321,Al Nawkhadhah St / Al Naham St,شارع النوخذة / شارع النَهام,28554,54.66156388899998,24.516871944000002
3157,281322,St 28 / St 65,شارع 28 / شارع 65,10108,54.53712805599997,24.35384194400001
3158,281323,Al Maqta St / Quran Memorization Centre,شارع المقطع / مركز تحفيظ القرآن الكريم,3095,54.51924611200002,24.40553
3159,281324,Stop 25316,موقف 25316,25316,54.68693000000002,24.634648055000014
3160,281325,St 21 / Al Ahnaf Bin Qais Mosque,شارع 21 / مسجد الأحنف بن قيس,24208,54.69470388899998,24.58579694399998
3161,281326,Hazaa Bin Zayed St / Abd Al Jaleel Al Fahim School,شارع هزاع بن زايد/  مدرسة عبدالجليل الفهيم,1125,54.37964388900002,24.476409999999987
3162,281327,Mohammed Ibn Khalifa St 120 / Al Rumaila Police Station,شارع محمد بن خليفة 120 / مركز شرطة الرميلة,91503,55.76652888900003,24.28521888900002
3163,281328,Stop 10674,موقف 10674,10674,54.550959999999975,24.31582610999999
3164,281329,E90 Jabanah Mosque,,60841,54.06338111100001,23.060611110000025
3165,281330,Khalifa Ibn Zayed Al Awwal St 122 / Abu Dhabi Sewerage Services,شارع خليفة بن زايد الأول 122 / شركة أبوظبي لخدمات الصرف الصحي,94730,55.741085,24.15138194399998
3166,281331,Khalifa Ibn Zayed St 135 / Al Ain Shooting and Equestrian Club,شارع خليفة بن زايد 135 / نادي العين للرماية والفروسية,93026,55.647818055000016,24.191354998999998
3167,281332,WR Hospital Admin Office,مستشفى مدينة زايد القديم,66614,53.67633805600002,23.650866111000028
3168,281333,Al Falah St / Sultan Bin Zayed St,شارع الفلاح / شارع سلطان بن زايد,923,54.371411110999986,24.479896111000016
3169,281334,86th St  / Camp Workers Department of Public Health Gate 1,شارع 86 / معسكر عمال/ إدارة الصحة العامة المدخل 1,94126,55.84152,24.143099999000015
3170,281335,St 26 / St 22,شارع 26 / شارع 22,16708,54.602318889,24.414746944
3171,281336,Khalifa Ibn Zayed St 135 / Maqam Police Station East,شارع خليفة بن زايد 135 / مركز شرطة المقام شرق,93034,55.66829388899998,24.200231110000004
3172,281337,Zayed Al Awwal St 130 / Muraijib school,شارع زايد الأول 130 / مدرسة مريجب,91907,55.71971694400003,24.253628889000026
3173,281338,Mirfa Souq,المرفأ السوق,77205,53.491423054999984,24.09326611099999
3174,281339,St 9 / Masjid Amro Bin Muadh,شارع 9 / مسجد عمرو بن معاذ,40560,54.62813805500002,24.294211943999983
3175,281340,Mahdar Wafd,محضر الوفد,60926,53.71710694500001,23.10376805499999
3176,281341,Mezaira'a-Cheyya  Farms 2,مزيرعة / مزارع الشيه 2,65513,53.694201944999975,23.14001111099998
3177,281342,Al Baladiyya St 124 / Al Muraijib Park,شارع البلدية 124 / حديقة المريجب,91700,55.740301945,24.26748805599999
3178,281343,Shakhboot Ibn Sultan St 131 / Al Qala Roundabout West,شارع شخبوط بن سلطان  131  / دوار القلعة غرب,92601,55.71692694400002,24.229423054999984
3179,281344,St 15 / St 8,شارع 15 / شارع 8,11702,54.51116999999999,24.375351943999988
3180,281345,Al Ain Dubai St   / Farm,شارع العين دبي / مزرعة,32121,55.754705,24.548021944000027
3181,281346,St 59 / Sunrise School,شارع 59 / مدرسة الشروق,10557,54.531011111,24.337704998999982
3182,281347,Khalifa Ibn Zayed St 135 / UAE University,شارع خليفة بن زايد 135 / جامعة الامارات العربية المتحدة,90228,55.74762694399999,24.224321943999996
3183,281348,Khalifa Ibn Zayed St 135 / College Khwarizmi,شارع خليفة بن زايد 135 / كلية الخوارزمي,93059,55.73004500000002,24.224550000000022
3184,281349,E15-Takreer Refinary,ش 15 -مصفاة الرويس تكرير,80305,52.75473499999998,24.078533886999992
3185,281350,Stop 10326,موقف 10326,10326,54.55463611099998,24.297879998999974
3186,281351,Shabiya Rayga,شعبية الرايقة,65602,53.80745000000002,23.124853055000017
3187,281352,E11 Mirfa ADNOC FOD,المرفا ش 11 ادنوك للتوزيع,80049,53.417731945000014,24.063173054999993
3188,281353,Al Falah St / Al Danah Mosque,شارع الفلاح / مسجد الدانة,927,54.37414805499998,24.481854999999996
3189,281354,Bani Yas St 117 / Al Ain School,شارع بني ياس 117 / مدرسة العين,91209,55.76374805500001,24.272641943999986
3190,281355,Tharwaniyah Municipality,بلدية الثروانية,60850,54.00788111200001,23.090958888999978
3191,281356,St 27 / GEMS,شارع 27 / مدرسة جيمس,40710,54.618868889,24.30835194399998
3192,281357,Hamdan Ibn Mohammed St 127 / Sultan Subaie Al Mansouri Mosque,شارع حمدان بن محمد 127 / مسجد سلطان سبيع المنصوري,92233,55.656218889,24.224624999000014
3193,281358,St 7 / Al Jaber Group,شارع 7 / مجموعة الجابر,11542,54.47125305600002,24.374028888999987
3194,281359,Teachers Accommodation,سكن المعلمين,66108,53.70556111100001,23.661791110000024
3195,281360,Yas Leisure Drive / Ferrari World West,درب ياس الترفيهي / عالم فراري غرب,19600,54.60306305500001,24.484218054999985
3196,281361,Abdullah Omran Taryam St Damas Tower,شارع عبدالله عمران تريم \ برج داماس,1065,54.406856944000026,24.487221943999998
3197,281362,Service Rd  / Al Rahman Mosque,شارع خدمات / مسجد الرحمن,34049,55.61464388899998,24.686691111000016
3198,281363,St 28 / Al Ain University,جامعة العين,10113,54.538083055000016,24.344421945000022
3199,281364,Arrada Rd. Al Humaidy,طريق عرادة -الحميدي,60960,53.54462305499999,23.05468000000002
3200,281365,St 26 / St 43,شارع 26 /شارع 43,40414,54.644298056000025,24.309498888999997
3201,281366,St 6 / Masjid Abu Al Darda,شارع 6 / مسجد أبو الدرداء,26645,54.693603888999974,24.569199998999977
3202,281367,St 17 / United Printing and Publishing,شارع 17 /  المتحدة للطباعة والنشر,28624,54.67689305599998,24.532989999999984
3203,281368,1st St  / Al Ain Municipality West,شارع 1 / بلدية العين غرب,91915,55.735376944999985,24.23881
3204,281369,St 12 / Al Nasr Kindergarten,شارع 12 / روضة النصر,40854,54.71849611099998,24.242133889
3205,281370,Shk Rashid Bin Saeed St / Salama Bint Butti St,شارع الشيخ راشد بن سعيد / شارع سلامة بن بطي,255,54.406366112,24.435744999999997
3206,281371,St 4 / Souq Al Balshaar,شارع 4 / سوق آل بوشعر,40465,54.65980305599999,24.274096944000007
3207,281372,Abu Dhabi University / Main Gate,جامعة أبوظبي / البوابة الرئيسية,13060,54.56233305500001,24.365663055000027
3208,281373,St 3 / Danat Al Emarat Hospital,مستشفى دانة الامارات,3530,54.50182805600002,24.396361943999977
3209,281374,Harmiya Rd - Harmiya 1,طريق الهرمية - الهرمية 1,77111,53.35370111100002,24.099386944000003
3210,281375,Al Dhahra School,مدرسة الظاهرة,56134,55.569421944,24.00269194399999
3211,281376,ADNOC South,ادنوك جنوب,19330,54.58624111199998,24.49807388900001
3212,281377,St 5 / Souq,شارع 5 / سوق,40022,54.61918111099999,24.32292388799999
3213,281378,Khalifa Ibn Zayed St 135 / Fatima Colleage of Health Sciences,شارع خليفة بن زايد 135 / كلية فاطمة للعلوم الصحية,93024,55.64237000000003,24.18908194400001
3214,281379,St 12 / St 9,شارع 12 / شارع 9,26658,54.69210194499999,24.581163887999992
3215,281380,St 1 / Police Station,شارع 1 / مركز شرطة بني ياس,40162,54.660001111999975,24.29450111
3216,281381,Hamdan Ibn Mohammed St 127 / Tawayya Park South,شارع حمدان بن محمد 127 / حديقة الطوية جنوب,92217,55.69940611099997,24.24102194400001
3217,281382,E45-Tamani Farms Mosque,ش 45 / مسجد مزارع تماني,60434,53.78151888899998,23.285366943999975
3218,281383,St 26 / St 51,شارع 26 / شارع 51,40415,54.64870000000002,24.30609694499998
3219,281384,Ahmed Salim Al Mansouri Mosque,مسجد أحمد سالم المنصوري,66226,53.726935000000026,23.657689999000013
3220,281385,Zayed Al Awwal St 130 / Falaj Hazza Police Station,شارع زايد الأول 130 / مركز شرطة فلج هزاع,93112,55.728248054999995,24.200313888999972
3221,281386,St 51 / St 28,شارع 51 / شارع 28,10597,54.542295000000024,24.324683056000026
3222,281387,71st St  / The MarThoma Church,شارع 71 / كنيسة مارتوما,94642,55.842056945000024,24.142195000000015
3223,281388,Al Maryah Island,جزيرة المارية,950,54.389773056000024,24.500313888999983
3224,281389,St 59 / Sara Al Mazrooei Mosque,شارع 59 / مسجد سارة المزروعي,10559,54.53386805500003,24.33778305499999
3225,281390,E13-Bu Hasa R/A,E13-دوار بو حصا,60620,53.44566305500001,23.668076111000005
3226,281391,Zayed Al Awwal St 130 / Falaj Hazza Police Station,شارع زايد الأول 130 / مركز شرطة فلج هزاع,93112,55.72798,24.19986305499998
3227,281392,St 16 / St 39,شارع 16 / شارع 39,28320,54.68889888899997,24.535696110999993
3228,281393,St 28 / Stop 10136,موقف 10136,10136,54.547793055,24.308723054999973
3229,281394,Al Falah Dr / Stop 29500,درب الفلاح / موقف 29500,29500,54.73014499999999,24.45184611100001
3230,281395,E45-Farms access Mosque,ش 45-مسجد مدخل المزارع,60446,53.770291111000006,23.357166111000026
3231,281396,St 16 / Sas Al Nakhl School,شارع 16 / مدرسة ساس النخل,16622,54.56704111200003,24.418336943999975
3232,281397,Stop 30726,موقف 30726,30726,54.689703055999985,24.363801943999988
3233,281398,Saadiyat Rotana Hotel,فندق روتانا السعديات,1157,54.42988611099997,24.540271109999992
3234,281399,Shakhboot Ibn Sultan St 131 / Al Ain American School East,شارع شخبوط بن سلطان  131  / مدرسة العين الأمريكية شرق,92625,55.653326944000014,24.20586111
3235,281400,St 9 / Firdous St,شارع 9 / شارع الفردوس,763,54.380496112,24.49413611099999
3236,281401,St 2 / Souq,شارع 2 / سوق,40623,54.64399694399998,24.284896111000023
3237,281402,St 43 / St 22,شارع 43 / شارع 22,40054,54.63860305600002,24.306096110999988
3238,281403,Zayed 1st St / Abu Dhabi Cultural Foundation,شارع زايد الأول /   مجمع أبوظبي الثقافي,726,54.35764694400001,24.481623055
3239,281404,St 49 / St 28,شارع 49 / شارع 28,25208,54.636799999999994,24.544998055999997
3240,281405,Khalifa Ibn Zayed Al Awwal St 122 / Emirates Motor Company,شارع خليفة بن زايد الأول 122 / شركة الإمارات للسيارات,94714,55.756048889,24.183888888000013
3241,281406,Ghayathi Bus Station,غياثى محطة الحافلات,86000,52.80884999900002,23.851458053999977
3242,281407,St 19 / Mashid Bilal Bin Rebah,شارع 19 / مسجد بلال بن رباح,769,54.38139111100003,24.49067500000001
3243,281408,St 12 / Abu Bakr Alsiddiq Mosque,شارع 12 / مسجد أبو بكر الصديق,26656,54.68780305500002,24.58203888899999
3244,281409,St 46 / St 33,شارع 46 / شارع 33,22640,54.761126945,24.679121110999972
3245,281410,E45-Emirates  Post,E45-بريد الإمارات,60100,53.70282694500003,23.658558055000015
3246,281411,E15-Khalfan Mubarak Mosque,ش 15 -مسجد خلفان مبارك,80459,52.81094805499998,23.822663886999976
3247,281412,St 15 / St 24,شارع 15 / شارع 24,22206,54.71990388900002,24.63339610999998
3248,281413,St 33 / St 28,شارع 33 / شارع 28,25112,54.63220305599998,24.546303889
3249,281414,Al Hyali E90-Farms 4,اللهيالي ش 90 / مزارع 4,60876,53.86161611099999,23.125358887999994
3250,281415,St 51 / St 1,شارع 51 / شارع 1,10616,54.570808055999976,24.326128889000017
3251,281416,Al Shuwaib Al Khadar St E55  / Gate No 7,شارع الشويب الخضر إ55 / بوابة رقم 7,33060,55.773531945,24.724271111000007
3252,281417,ICAD Residential City / Bus Station,مدينة أيكاد السكنية / محطة الحافلات,11661,54.49021111100001,24.340516944
3253,281418,St 49 / Stop 25236,شارع 49 / موقف 25236,25236,54.651698055,24.600603888000023
3254,281419,Khaled Ibn Sultan St 147 / Al Dhafra Private School,شارع خالد بن سلطان 147 / مدرسة الظفرة الخاصة,93432,55.71748388899999,24.20193888900002
3255,281420,Al Mirfa Public Garden,المرفأ-الحديقة عامة,77151,53.47924805500003,24.088704999000015
3256,281421,St 23 / St 34,شارع 23 \ شارع 34,16093,54.556686110999976,24.422003055000005
3257,281422,St 54 / Baniyas Sport Stadium,شارع 54 / استاد نادي بني ياس الرياضي,30704,54.68909888899998,24.344868055000006
3258,281423,Mohammed Ibn Zayed Al Awwal St 132 / Saaed Traffic Systems,شارع محمد بن زايد الأول 132 / ساعد للأنظمة المرورية,92107,55.69803611100002,24.247344999000006
3259,281424,AL Falah Dr / Stop 29504,موقف 29504,29504,54.7355,24.454096944000014
3260,281425,St 15 / St 24,شارع 15 / شارع 24,22206,54.71933305499999,24.632933889000014
3261,281426,St 18 / Al Nahda Healthcare Center,شارع 18 / مركز النهضة الصحي,40519,54.70720194400002,24.256298055000002
3262,281427,Al Yeef Farms 1,مزارع اليف 1,65302,53.785688056000026,23.166166943999997
3263,280615,Saadiyat New York University,جامعة نيويورك السعديات,1180,54.433916943999975,24.523106944000006
3264,280616,St 6 /Al Bateen Municipality,شارع 6 / بلدية البطين,3442,54.34446111099999,24.459926111000016
3265,280617,St 2 / Baniyas Cooperative Society,شارع 2  / جمعية بني ياس التعاونية,40621,54.639596944000004,24.288036110999997
3266,280618,St 13 / St 18,شارع 13 / شارع 18,22204,54.717899999999986,24.63130305599998
3267,280619,Service Rd  / AADC,شارع خدمات / شركة العين للتوزيع,42085,55.50844388899998,24.208831943999996
3268,280620,21st St  / Al Maqam Health Center,شارع 21 / مركز المقام الصحي,93002,55.62793111100001,24.18450611100002
3269,280621,Shk Rashid Bin Saeed St / Wedding Hall,شارع الشيخ راشد بن سعيد / صالة الافراح,251,54.39859694500001,24.440933056000006
3270,280622,Stop 16729,موقف 16729,16729,54.599003055000026,24.42719805500002
3271,280623,Mawgab St / Al Karamah St,شارع موقب / شارع الكرامة,2701,54.417876111,24.425768054999992
3272,280624,10th St  / Near 1st St,شارع 10 / قرب الشارع الأول,94360,55.81869499999999,24.15632888800002
3273,280625,St 23 / St 60,شارع 23 \ شارع 60,16097,54.558103055000004,24.422516110999993
3274,280626,E11 Al Sila'a Rest Area,E11 استراحه السلع,80004,51.76264610999999,24.020708049000007
3275,280627,“Etihad Airways Engineering”,الاتحاد لهندسة الطيران,17224,54.63200111100002,24.433403054999985
3276,280628,IRENA HQ,المقر الرئيسي آيرينا,17044,54.618074999999976,24.425013888000024
3277,280629,1st St  / Animal Souq Southern Entrance,شارع 1 / سوق المواشي المدخل الجنوبي,94432,55.815753055000016,24.15882111100001
3278,280630,Shk Rashid Bin Saeed St / Rosary School,شارع الشيخ راشد بن سعيد /  مدرسة الوردية,239,54.38384111099998,24.45598000000001
3279,280631,St 72 / St 15,شارع 72 / شارع 15,15554,54.650375,24.372178888999997
3280,280632,Hamdan St / Al Mariah Mall,شارع حمدان / المارية مول,523,54.36892888900002,24.49362888799999
3281,280633,2nd St  /  Salem Obaid Al Ameri Mosque,الشارع 2 / مسجد سالم عبيد العامري,31108,55.54757999999998,24.523298054999998
3282,280634,St 9 / St 36,شارع 9 / شارع 36,40478,54.67175694399998,24.274591944000008
3283,280635,Al Zeina / Stop 16024,الزينة / موقف 16024,16024,54.613866943999994,24.454243888000008
3284,280636,4th St  / Radwan Mosque,شارع 4 / مسجد الرضوان,93004,55.63180194400002,24.186186943999985
3285,280637,St 20 / St 7,شارع  20 /  شارع  7,1035,54.36988388899999,24.524941943999977
3286,280638,Manarat Al Saadiyat,منارة السعديات,1154,54.418783889,24.532071110999993
3287,280639,Shk Rashid Bin Saeed St / Immigration Department,شارع الشيخ راشد بن سعيد /  دائرة الهجرة والجوازات,247,54.39134888799998,24.447613889000024
3288,280640,Million Street Camel Farms,شارع المليون سباقاة الهجن,66935,53.763978888,23.56129305500002
3289,280641,Al Mirfa-Farms,المرفأ - المزارع,77161,53.51160805500001,24.08627805499998
3290,280642,St 25 / St 20,شارع 25 / شارع 20,22434,54.773541110999986,24.673768887999984
3291,280643,Al Falah Dr / Stop 29600,درب الفلاح / موقف 29600,29600,54.73540694500002,24.44876111100001
3292,280644,Al Yeef Farm 8,مزارع اليف 8,65330,53.745131945000026,23.152891110999974
3293,280645,Ardh Al Jaw St 110 / Hili Fun City,شارع أرض الجو 110 / مدينة ألعاب هيلي,91301,55.784116944999994,24.300993887999994
3294,280646,St 16 / St 13,شارع 16 / شارع 13,12011,54.526959999999974,24.386135000000024
3295,280647,71st St  /  Salama Bint Butti School,شارع 71 / مدرسة سلامة بنت بطي,44013,55.592028889000005,24.204831110999976
3296,280648,Sultan Bin Zayed St / Zayed 1st St,شارع سلطان بن زايد / شارع زايد الاول,403,54.36450388899999,24.48792305500001
3297,280649,E90-Shabiya Mougab,ش 90 / شعبية موقب,60934,53.68173611100002,23.106633889000022
3298,280650,Al Ain Dubai St   / Rest Area,شارع العين دبي / استراحة,32049,55.69136694399998,24.658171944000003
3299,280651,Al Adaed St / North Entrance,شارع العديد \ المدخل الشمالي,29029,54.67408999999998,24.463058889000024
3300,280652,1st St  / Near St 10,شارع 1 / قرب الشارع رقم 10,91557,55.76556388900002,24.299919999999986
3301,280653,E15-Mohammed Ahmed Mosque,ش 15 - مسجد احمد محمد,80484,52.895671944000014,23.722731109999984
3302,280654,Zayed 1st St / Al Reef Hospital,شارع زايد الأول /  مستشفى الريف,739,54.36859388900001,24.489601111000013
3303,280655,Camel Race-Market,سباق الهجن - سوق,66908,53.75313,23.56286194400002
3304,280656,Khalifa Ibn Zayed St 135 / Al Ain Shooting and Equestrian Club,شارع خليفة بن زايد 135 / نادي العين للرماية والفروسية,93026,55.64754305500003,24.191536111000005
3305,280657,Mohammed Ibn Zayed Al Awwal St 132 / Al Khwarizmi College,شارع محمد بن زايد الأول 132 / كلية الخوارزمي,92113,55.70521805499999,24.235221110999987
3306,280658,Wadhil E90 / Village,وادي حيل ش 90 /قرية,60832,54.11714888900002,23.042246110999997
3307,280659,45th St  / Near St 42,شارع 45 / قرب الشارع رقم 42,94124,55.84205194499998,24.145743888000027
3308,280660,Stop 10304,موقف 10304,10304,54.57495,24.315578055000003
3309,280661,St 26 / St 41,شارع 26 / شارع 41,40412,54.63778805599998,24.31456111099999
3310,280662,St 2 / Masjid Imam Ahmed bin Hambal,شارع 2 / مسجد الامام احمد بن الحنبل,40617,54.63225805600001,24.293716943999982
3311,280663,2nd St  /  Salem Obaid Al Ameri Mosque,الشارع 2 / مسجد سالم عبيد العامري,31108,55.547995000000014,24.523288056000013
3312,280664,Stop 25134,موقف 25134,25134,54.64467000000002,24.575006110999993
3313,280665,Al Shabhat St 1 / Khalid Bin Al Waleed High School East,شارع الشبحات 1 / مدرسة خالد بن الوليد شرق,94230,55.791141944,24.194188054999984
3314,280666,Al Bahya North Mosque,مسجد الباهية شمال,25550,54.635123889,24.542796110999973
3315,280667,Mubarak Bin Mohammed St / Al Khalidiya Mall,شارع مبارك بن محمد / الخالدية مول,2611,54.35226499999999,24.470998887999997
3316,280668,71st St  / Mosque Al Maqam West,شارع 71/ مسجد المقام غرب,93910,55.609046111,24.180848889000004
3317,280669,Hazaa Bin Zayed St / Bainuna St,شارع هزاع بن زايد / شارع بينونة,1101,54.35349611100003,24.45461305499998
3318,280670,Omar Ibn Al Khattab St 106 / Abu Firas Al-Aslami Mosque,شارع عمر بن الخطاب 106 / مسجد أبو فراس الأسلمي,90100,55.784220000000005,24.226891110999986
3319,280671,Emirates School,مدرسة الامارات للبنات,66002,53.709073889000024,23.646301944000015
3320,280672,Um Ghaffa St  / Um Ghaffa School,شارع أم غافة / مدرسة أم غافة,47012,55.901263889000006,24.092998889
3321,280673,Al Khaleej Al Arabi St / Al Fayhaa Kindergarten,شارع الخليج العربي /  روضة الفيحاء,3007,54.346911944,24.465601944000014
3322,280674,Al Falah St / Al Manhal Palace,شارع الفلاح /  قصر المنهل,917,54.362286111,24.47353694399999
3323,280675,St 6 / Public Emergency & Safety Dept,شارع 6 / إدارة الطوارئ والسلامة العامة,40204,54.621776943999976,24.30445694399998
3324,280676,Al Maqtaa Village,قرية المقطع,482,54.45380111200001,24.433473889000027
3325,280677,St 18 / Masjid Sultan Bin Zayed,شارع 18 / مسجد سلطان بن زايد,40517,54.70350111099998,24.257998054999973
3326,280678,Ruwais Mall,الرويس مول,88299,52.67182611099997,24.07656305400002
3327,280679,St 53 / St 48,شارع 53 / شارع 48,22280,54.759198889000004,24.681596110999976
3328,280680,Nafeer Farms 2,مزارع نفير 2,65610,53.789481110999986,23.10350888800002
3329,280681,Shops,محلات,66512,53.71373888800002,23.631113888000016
3330,280682,Ardh Al Jaw St 110 / Dihyah Bin Khalifa Mosque,شارع أرض الجو 110 / مسجد دحية بن خليفة,91307,55.782656110999994,24.28356500000001
3331,280683,Bida Al Muthawa School,مدرسة بدع المطاوعة,86293,52.57572194400001,23.784433053999976
3332,280684,Service road / Bin Rashed Factory,شارع خدمة / مصنع بن راشد,48220,55.605534999999975,24.051486110999974
3333,280685,St 32 / Halima Al Saadia Center For Girls,شارع 32 / مركز حليمة السعدية للبنات,10082,54.53549305500002,24.322246111000027
3334,280686,Corniche St / Al Bateen St,شارع الكورنيش / شارع البطين,121,54.335398055999974,24.46992194500001
3335,280687,Shakhboot Ibn Sultan St 131 / Technical Secondary School,شارع شخبوط بن سلطان  131  / الثانوية الفنية,90010,55.76078111200002,24.230596944000013
3336,280688,Stop 21010,موقف 21010,21010,54.68665388900001,24.669059999000012
3337,280689,St 16 / GEMS,شارع 16 / جيمس,16612,54.563983055999984,24.428333055999985
3338,280690,Al Mariya Farm Mosque,,65504,53.67942388900002,23.120899999000017
3339,280691,Khalifa St / Central Souq,شارع خليفة / السوق المركزي,303,54.35644805599998,24.48873694399998
3340,280692,St 19 / St 52,شارع 19 / شارع 52,40123,54.65530305599998,24.35559888900002
3341,280693,St 23 / Osama Bin Zaid Mosque,شارع 23 \ مسجد اسامة بن زيد,28238,54.68455,24.51962611099998
3342,280694,Stop 12542,موقف 12542,12542,54.574103889000014,24.331896110000002
3343,280695,Shipyard,حوض بناء السفن,21042,54.66080888900001,24.702393055000016
3344,280696,Al Dhabi Complex,مجمع الظبي السكني,3142,54.450871111000026,24.43928888800002
3345,280697,AL Reem City Of Lights,,1076,54.40407388900002,24.49951805500001
3346,280698,St 14 / St 17,شارع 14 / شارع 17,28644,54.682606944999975,24.519510000000025
3347,280699,Nhayyan Al Awwal St 153 / Sanaiya Police Station,شارع نهيان الأول 153 / مركز شرطة الصناعية,94222,55.760278889000006,24.189058889000023
3348,280700,Hospitality Camp,معسكر الضيافة,88293,52.679970000000026,24.089569998
3349,280701,E45-Dates collection center,ش 45-مركز جمع التمور,60424,53.78471388899999,23.24228499999998
3350,280702,Ghayathi Farms MZ R/A,غياثي المزارع  دوار مدينة زايد,80494,52.92512194400001,23.66249111000002
3351,280703,Khaled Ibn Sultan St 147 / Sudan Social Club,شارع خالد بن سلطان 147 / النادي السوداني,93434,55.72273888900003,24.204561943999977
3352,280704,Sheikh Zayed St / Hazaa Bin Zayed St,شارع زايد/ شارع هزاع بن زايد,820,54.384696943999984,24.482571111000027
3353,280705,Khalifa Ibn Zayed St 135 / Tawam Roundabout,شارع خليفة بن زايد 135 / دوار توام,93028,55.656843055000024,24.195118888000025
3354,280706,St 19 / Masjid Khalifa Bin Isa Al Suwaidi,شارع 19 / مسجد خليفة بن عيسى السويدي,777,54.340615000000014,24.459918055000003
3355,280707,Arrada Rd. Al Hadba,طريق عرادة-الحدبة,60974,53.471901944000024,23.00936694400002
3356,280708,St 9 /St 82,شارع 9 / شارع 82,22256,54.741795000000025,24.653299999000012
3357,280709,St 16 / St 17,شارع 16 / شارع 17,11818,54.51389499999999,24.377741110999978
