,OBJECTID,CF_GROUP,CF_CATEGORY,CF_SUBCATEGORY,CF_NAMEAR,CF_NAMEENG,CF_LONG,CF_LAT,REGIONNAMEAR,REGIONNAMEENG,DISTRICTNAMEAR,DISTRICTNAMEENG,CMNTYNAMEAR,CMNTYNAMEENG,ONWANIDISTNAMEAR,ONWANIDISTNAMEENG,longitude,latitude
92,93,Attractions,Recreation & Tourism,Public Parks,حديقة عامة,Public Garden,54.33857712,24.47125624,أبوظبي,Abu Dhabi,جزيرة أبوظبي,ABU DHABI ISLAND,غرب 10,W10,البطين,Al Bateen,54.338577117,24.471256243000028
93,94,Attractions,Recreation & Tourism,Public Parks,حديقة نادي الضباط,Officers Club Park,54.47562524,24.40514542,أبوظبي,Abu Dhabi,جزيرة أبوظبي,ABU DHABI ISLAND,غرب 53,W53,المُزُون,Al Muzoun,54.475625243000025,24.40514542300002
94,95,Attractions,Recreation & Tourism,Public Parks,حديقة عامة,Public Garden,54.56983982,24.42297085,أبوظبي,Abu Dhabi,مدينة خليفة,KHALIFA CITY,جنوب شرق 2,SE2,مدينة خليفة,Khalifa City,54.56983982000003,24.422970846999988
95,96,Attractions,Recreation & Tourism,Public Parks,حديقة العاصمة,Capital Garden,54.36358697,24.49255566,أبوظبي,Abu Dhabi,جزيرة أبوظبي,ABU DHABI ISLAND,شرق 8,E8,الدَّانَةْ,Al Danah,54.36358697200001,24.49255566300002
96,97,Attractions,Recreation & Tourism,Public Parks,حديقة أطفال,Children Garden,54.4166681,24.42349811,أبوظبي,Abu Dhabi,جزيرة أبوظبي,ABU DHABI ISLAND,غرب 48,W48,الروضة,Al Rawdah,54.41666809600002,24.423498112000004
97,98,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / بدع المطاوعه,Public Park / Bida Al Mutawa,52.56848145,23.78289795,منطقة الظفرة,Al Dhafra Region,بدع المطاوعة,BIDA AL MUTAWA,بدع المطاوعه,BIDA AL MUTAWA,بَدْع المُطاوْعة,Bad' Al Mutaw'ah,52.568481444999975,23.782897949000017
98,99,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / بدع المطاوعه,Public Park / Bida Al Mutawa,52.5914917,23.796875,منطقة الظفرة,Al Dhafra Region,بدع المطاوعة,BIDA AL MUTAWA,بدع المطاوعه,BIDA AL MUTAWA,بَدْع المُطاوْعة,Bad' Al Mutaw'ah,52.59149169900002,23.796875
99,100,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / المرفأ 8,Public park / Mr8,53.47912598,24.09088135,منطقة الظفرة,Al Dhafra Region,المرفأ,AL MARFA,المرفأ 8,MR8,المرْفَأ,Al Marfa,53.479125977000024,24.090881347999982
100,101,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / غرب 17,Public Park / Mzw17,53.69128418,23.64172363,منطقة الظفرة,Al Dhafra Region,مدينة زايد,MADINAT ZAYED,غرب 17,MZW17,مدينة زايد,Zayed City,53.691284180000025,23.641723633000026
101,102,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / شعبية دلما,Public Park / Shabiat Dalma,52.31628418,24.47229004,منطقة الظفرة,Al Dhafra Region,جزيرة دلما,DALMA ISLAND,شعبية دلما,SHABIAT DALMA,دلما,Delma,52.316284180000025,24.472290038999972
102,103,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / المرفأ,Public park / Al Marfa,53.50091553,24.08929443,منطقة الظفرة,Al Dhafra Region,المرفأ,AL MARFA,المرفأ,AL MARFA,المرْفَأ,Al Marfa,53.50091552700002,24.08929443400001
103,104,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / محضر مزيرعة,Public Park / MIZERAH,53.79327393,23.1361084,منطقة الظفرة,Al Dhafra Region,ليوا,LIWA,محضر مزيرعة,MIZERAH,مْزِيرْعَة,Mzeerʻah,53.79327392599998,23.136108397999976
104,105,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / جنوب الدفاع,Public park / Defense South,53.71948242,23.62768555,منطقة الظفرة,Al Dhafra Region,مدينة زايد,MADINAT ZAYED,جنوب الدفاع,DEFENSE SOUTH,مدينة زايد,Zayed City,53.719482422,23.627685547
105,106,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / بعيا,Public park / Bayah,51.76507568,24.06768799,منطقة الظفرة,Al Dhafra Region,بعيا_السلع,BAYAH AL SILA,بعيا,BAYAH,السِّلَع,Al Sila',51.76507568400001,24.06768798799999
106,107,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / غياثي الشمالية,Public Park / Ghayathi North,52.796875,23.88812256,منطقة الظفرة,Al Dhafra Region,غياثي,GHAYATHI,غياثي الشمالية,GHAYATHI NORTH,غِيَّاثِي,Ghiyathi,52.796875,23.88812255900001
107,108,Attractions,Recreation & Tourism,Public Parks,حديقة عامة / غياثي,Public Park / Ghayathi,52.80828857,23.83569336,منطقة الظفرة,Al Dhafra Region,غياثي,GHAYATHI,غياثي,GHAYATHI,غِيَّاثِي,Ghiyathi,52.80828857400002,23.835693359000004
